drug1_id,drug2_id,drug1_name,drug2_name,cell_line,bliss,gamma,source
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-0.7926538,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-3.0632038,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,0.08233598,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-2.5653021,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,1.0783215,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,-2.3822482,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-1.1052568,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-3.1093209,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,0.13598298,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,-0.076458335,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,-2.8688812,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,-1.0970197,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-1.1838113,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-0.8870829,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-2.6858854,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,-1.3889362,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-2.9894645,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,-1.2346847,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-3.179365,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,-0.21384534,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,1.159941,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-3.0248065,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,1.1017494,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,-0.2624925,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,-1.383876,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Galunisertib,LGK974,SUIT-2,-2.9808092,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,-0.21251208,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-2.1092148,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,0.20377623,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,-3.038343,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,0.024322577,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-0.56643665,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-1.6014255,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-3.317276,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,-0.03082199,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-3.066802,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,-2.6872723,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-0.9383493,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,0.2420141,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-0.6164608,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-2.0890713,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,0.22679186,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,-0.6515713,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,-1.7389715,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Galunisertib,LGK974,SUIT-2,-2.205235,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,-0.9488052,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,1.0893124,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,-2.262526,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-1.1191586,,GDSC
XXYGTCZJJLTAGH-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,LGK974,Dasatinib,SUIT-2,-3.6871061,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,5-Fluorouracil,LGK974,SUIT-2,0.20607387,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Galunisertib,LGK974,SUIT-2,-2.13004,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,0.29489857,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-3.1162672,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,-3.7242782,,GDSC
XXYGTCZJJLTAGH-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,LGK974,Dasatinib,SUIT-2,-3.0786765,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,2.0402257,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,-1.4766865,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-3.224396,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,-2.7840161,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-2.1266809,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-2.3383925,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,0.083229154,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,5-Fluorouracil,LGK974,SUIT-2,-2.0963826,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,-0.9502205,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,-0.4749789,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,-0.22618157,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,-0.9430937,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,-0.36407134,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-3.1021044,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-2.1949408,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,0.68882346,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-1.327561,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,0.52175045,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,-2.486291,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-3.342761,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-0.7557873,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-3.5057442,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,0.25785968,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,-3.115153,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-3.292733,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-3.0908408,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-0.08236182,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,-1.5426694,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,0.76165193,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,-0.43335655,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-1.1898394,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-2.8176932,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-3.1657174,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,-0.9767131,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-2.9640462,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,-0.3288369,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-1.028931,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,-1.9578774,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-3.003512,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,-0.81208545,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,2.2190943,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,-0.26116076,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,-1.9958605,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Galunisertib,LGK974,SUIT-2,1.5867553,,GDSC
JROFGZPOBKIAEW-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,OSI-027,LGK974,SUIT-2,0.90830094,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,0.6345392,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,-2.3426871,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-1.2448825,,GDSC
XXYGTCZJJLTAGH-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,LGK974,Dasatinib,SUIT-2,-2.1661632,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,5-Fluorouracil,LGK974,SUIT-2,-1.3706661,,GDSC
IVRXNBXKWIJUQB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Galunisertib,LGK974,SUIT-2,1.4747151,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,-1.9474902,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-2.925177,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,2.8706565,,GDSC
XXYGTCZJJLTAGH-UHFFFAOYSA-N,ZBNZXTGUTAYRHI-UHFFFAOYSA-N,LGK974,Dasatinib,SUIT-2,-3.5160234,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,0.42394933,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,-1.0051349,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,0.4809655,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,-2.82685,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-0.5253901,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-0.8053404,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,1.0137001,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,5-Fluorouracil,LGK974,SUIT-2,0.6771611,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,-0.15154022,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,-1.4342177,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,1.2543575,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,-0.6033919,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,-2.7821765,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-2.9255056,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-0.026329378,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,0.38459265,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,0.67521363,,GDSC
ULDXWLCXEDXJGE-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-2206,LGK974,SUIT-2,0.18039666,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-3.0694127,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,-0.81039613,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-2.1926801,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-0.72746843,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,-0.59954685,,GDSC
GHASVSINZRGABV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,5-Fluorouracil,LGK974,SUIT-2,-1.3849164,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,0.5265616,,GDSC
BKWJAKQVGHWELA-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,MK-1775,LGK974,SUIT-2,1.7683446,,GDSC
HDAJDNHIBCDLQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,SCH772984,LGK974,SUIT-2,-0.46265963,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,0.10042919,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,0.76090276,,GDSC
AAKJLRGGTJKAMG-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Erlotinib,LGK974,SUIT-2,-1.8237067,,GDSC
KTEIFNKAUNYNJU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Crizotinib,LGK974,SUIT-2,-0.92718846,,GDSC
JOGKUKXHTYWRGZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Dactolisib,LGK974,SUIT-2,-0.2666719,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-1.0588665,,GDSC
MLDQJTXFUGDVEO-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Sorafenib,LGK974,SUIT-2,-0.9993108,,GDSC
LIRYPHYGHXZJBZ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Trametinib,LGK974,SUIT-2,0.111854576,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-1.4622635,,GDSC
SDUQYLNIPVEERB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Gemcitabine,LGK974,SUIT-2,-0.84045273,,GDSC
RCINICONZNJXQF-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Paclitaxel,LGK974,SUIT-2,-1.085791,,GDSC
BCFGMOOMADDAQU-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Lapatinib,LGK974,SUIT-2,0.45806697,,GDSC
UWKQSNNFCGGAFS-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Irinotecan,LGK974,SUIT-2,-3.0283062,,GDSC
AHJRHEGDXFFMBM-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Palbociclib,LGK974,SUIT-2,-0.059261147,,GDSC
BEUQXVWXFDOSAQ-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Taselisib,LGK974,SUIT-2,-1.0928005,,GDSC
JLYAXFNOILIKPP-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Navitoclax,LGK974,SUIT-2,-0.0028925422,,GDSC
DRMCATBEKSVAPL-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Oxaliplatin,LGK974,SUIT-2,-2.5429654,,GDSC
HFNKQEVNSGCOJV-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Ruxolitinib,LGK974,SUIT-2,0.338783,,GDSC
LXZZYRPGZAFOLE-UHFFFAOYSA-L,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Cisplatin,LGK974,SUIT-2,-3.052005,,GDSC
IAYGCINLNONXHY-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,AZD7762,LGK974,SUIT-2,-2.454891,,GDSC
FDLYAMZZIXQODN-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Olaparib,LGK974,SUIT-2,1.2492564,,GDSC
PKCDDUHJAFVJJB-UHFFFAOYSA-N,XXYGTCZJJLTAGH-UHFFFAOYSA-N,Linsitinib,LGK974,SUIT-2,1.0337597,,GDSC
